Name,Reference,CPU,GPU,RAM,Storage,Refresh screen,Color,Price,Garentie,Availability
PC Portable ASUS TUF Gaming A15 FA506NCR ,[FA506NCR-HN028W-16],AMD Ryzen 7,RTX 3050,16 Go,512 Go,N/A,Noir,"2 969,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IAX9 ,[83GS00UBFG-2Y-24],Intel Core i5-12600HX,RTX 3050,24 Go,512 Go,antireflet,Gris Luna,"2 979,000 DT",2,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3258XFR-32-W11P],Intel Core i5-13420H,RTX 3050,32 Go,512 Go,144 Hz,Gris Cosmos,"2 979,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3257XFR-24],Intel Core i7-13620H,RTX 3050,24 Go,512 Go,144 Hz,Gris Cosmos,"2 999,000 DT",1,En stock
Portable Gaming HP Victus Gaming 15-Fa2028nk ,[C65BBEA-24],Intel Core i5-14450HX,RTX 3050,24 Go,512 Go,IPS,Argent mica,"3 019,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VJ-RP086-32],Intel Core 5,RTX 3050,32 Go,512 Go,144 Hz,Noir,"3 049,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VJ-RL805W],Intel Core 5,RTX 3050,8 Go,512 Go,IPS,Noir,"3 059,000 DT",1,En stock
Pc Portable Gamer HP Victus Gaming 16-R1004nk ,[BU-AG2M2EA-32],Intel Core i5-14450HX,RTX 3050,32 Go,512 Go,IPS,Noir,"3 059,000 DT",1,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC162506RPHR005-24],Intel Core 5,RTX 3050,24 Go,512 Go,N/A,Bleu,"3 059,000 DT",1,En stock
PC Portable ASUS TUF Gaming A15 FA506NFR ,[FA506NFR-HN005W-32],AMD Ryzen 7,RTX 2050,32 Go,512 Go,N/A,Noir,"3 069,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3257XFR-24-W11P],Intel Core i7-13620H,RTX 3050,24 Go,512 Go,144 Hz,Gris Cosmos,"3 079,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VJ-RP086-32-W11P],Intel Core 5,RTX 3050,32 Go,512 Go,144 Hz,Noir,"3 099,000 DT",1,En stock
Pc Portable Dell Gaming G15 5535 ,[G15-5535-R51TSSD-3Y-32],AMD Ryzen 5,RTX 3050,32 Go,1 To,N/A,Noir,"3 099,000 DT",3,En stock
PC Portable ASUS TUF Gaming A15 FA506NCR ,[FA506NCR-HN028W-24],AMD Ryzen 7,RTX 3050,24 Go,512 Go,N/A,Noir,"3 119,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VU-RP209-16],Intel Core 5,RTX 4050,16 Go,512 Go,144 Hz,Noir,"3 129,000 DT",1,En stock
Pc Portable Gamer HP Victus Gaming 15-Fb3008nk ,[C65BFEA-32],AMD Ryzen 5,RTX 2050,32 Go,512 Go,IPS,Noir,"3 139,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VU ,[V3607VU-RP196W-24],Intel Core 5,RTX 4050,24 Go,512 Go,144 Hz,Noir,"3 169,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR],Intel Core i7-13620H,RTX 4050,8 Go,512 Go,144 Hz,Noir translucide,"3 179,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3257XFR-32],Intel Core i7-13620H,RTX 3050,32 Go,512 Go,144 Hz,Gris Cosmos,"3 199,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IAX9 ,[83GS00UBFG-2Y-32],Intel Core i5-12600HX,RTX 3050,32 Go,512 Go,antireflet,Gris Luna,"3 205,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-W11P],Intel Core i7-13620H,RTX 4050,8 Go,512 Go,144 Hz,Noir translucide,"3 229,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VJ-RL805W-16],Intel Core 5,RTX 3050,16 Go,512 Go,IPS,Noir,"3 249,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1494XFR-16],Intel Core i5-13420H,RTX 4050,16 Go,512 Go,144 Hz,Noir translucide,"3 259,000 DT",1,En stock
Pc Portable Gamer MSI Thin 15 B13UDX ,[B13UDX-3257XFR-32-W11P],Intel Core i7-13620H,RTX 3050,32 Go,512 Go,144 Hz,Gris Cosmos,"3 279,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VU-RP209-24],Intel Core 5,RTX 4050,24 Go,512 Go,144 Hz,Noir,"3 279,000 DT",1,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC162506RPHR005-32],Intel Core 5,RTX 3050,32 Go,512 Go,N/A,Bleu,"3 279,000 DT",1,En stock
Pc Portable Dell Gaming G15 5535 ,[G15-5535-R716512SSD-3Y],AMD Ryzen 7,RTX 4050,16 Go,512 Go,N/A,Noir,"3 299,000 DT",3,En stock
Pc Portable Gamer ASUS V16 V3607VU ,[V3607VU-RP196W-32],Intel Core 5,RTX 4050,32 Go,512 Go,144 Hz,Noir,"3 319,000 DT",1,En stock
PC Portable ASUS TUF Gaming A15 FA506NCR ,[FA506NCR-HN028W-32],AMD Ryzen 7,RTX 3050,32 Go,512 Go,N/A,Noir,"3 339,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[1494XFR-MAG255F],Intel Core i5-13420H,RTX 4050,8 Go,512 Go,N/A,Noir translucide,"3 359,000 DT",1,En stock
Pc Portable HP OmniBook X Flip 2-In-1 Next Gen AI 14-Fm0020nk ,[BU6V0EA],Intel Core Ultra,N/A,16 Go,512 Go,N/A,Argent,"3 359,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1494XFR-24],Intel Core i5-13420H,RTX 4050,24 Go,512 Go,144 Hz,Noir translucide,"3 409,000 DT",1,En stock
Pc Portable Gamer MSI Katana 17 B13UDXK ,[B13UDXK-1439XFR-2Y],Intel Core i7-13620H,RTX 3050,8 Go,512 Go,IPS,Noir,"3 419,000 DT",2,En stock
PC Portable Gigabyte G6KF ,[GB-G6KF-I7],Intel Core i7-13620H,RTX 4060,16 Go,1 To,N/A,Noir,"3 419,000 DT",2,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VJ-RL805W-24],Intel Core 5,RTX 3050,24 Go,512 Go,IPS,Noir,"3 439,000 DT",1,En stock
PC Portable Gigabyte G6KF ,[GB-G6KF-I7-W11P],Intel Core i7-13620H,RTX 4060,16 Go,1 To,N/A,Noir,"3 469,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-16],Intel Core i7-13620H,RTX 4050,16 Go,512 Go,144 Hz,Noir translucide,"3 479,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF667VU-RL090W],Intel Core i7-13620H,RTX 4050,8 Go,512 Go,IPS,Noir,"3 499,000 DT",1,En stock
Pc Portable Gamer ASUS V16 V3607VJ ,[V3607VU-RP209-32],Intel Core 5,RTX 4050,32 Go,512 Go,144 Hz,Noir,"3 499,000 DT",1,En stock
Pc Portable Dell Gaming G15 5535 ,[G15-5535-R716512SSD-3Y-24],AMD Ryzen 7,RTX 4050,24 Go,512 Go,N/A,Noir,"3 519,000 DT",3,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-16-W11P],Intel Core i7-13620H,RTX 4050,16 Go,512 Go,144 Hz,Noir translucide,"3 529,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00WBFG-2Y],Intel Core i5-13450HX,RTX 5050,16 Go,512 Go,antireflet,Gris Luna,"3 599,000 DT",2,En stock
PC Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VU-RL037W],Intel Core 5,RTX 4050,8 Go,512 Go,IPS,Noir,"3 609,000 DT",1,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC16250RPLHR007],Intel Core 7,RTX 4050,16 Go,1 To,N/A,Bleu,"3 629,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-24],Intel Core i7-13620H,RTX 4050,24 Go,512 Go,144 Hz,Noir translucide,"3 629,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1494XFR-32],Intel Core i5-13420H,RTX 4050,32 Go,512 Go,144 Hz,Noir translucide,"3 629,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00J9FG-2Y],Intel Core i5-13450HX,RTX 5050,24 Go,512 Go,antireflet,Gris Luna,"3 659,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-24-W11P],Intel Core i7-13620H,RTX 4050,24 Go,512 Go,144 Hz,Noir translucide,"3 679,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VJ-RL805W-32],Intel Core 5,RTX 3050,32 Go,512 Go,IPS,Noir,"3 689,000 DT",1,En stock
Pc Portable Gamer MSI Katana 17 B13UDXK ,[B13UDXK-1439XFR-2Y-16],Intel Core i7-13620H,RTX 3050,16 Go,512 Go,IPS,Noir,"3 719,000 DT",2,En stock
PC Portable Gigabyte G6KF ,[GB-G6KF-I7-24],Intel Core i7-13620H,RTX 4060,24 Go,1 To,N/A,Noir,"3 719,000 DT",2,En stock
Pc Portable Dell Gaming G15 5535 ,[G15-5535-R716512SSD-3Y-32],AMD Ryzen 7,RTX 4050,32 Go,512 Go,N/A,Noir,"3 739,000 DT",3,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-32],Intel Core i7-13620H,RTX 4050,32 Go,512 Go,144 Hz,Noir translucide,"3 759,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15AHP10 ,[83JG002EFG-2Y-32],AMD Ryzen 5,RTX 5050,32 Go,512 Go,antireflet,Gris,"3 769,000 DT",2,En stock
PC Portable Gigabyte G6KF ,[GB-G6KF-I7-24-W11P],Intel Core i7-13620H,RTX 4060,24 Go,1 To,N/A,Noir,"3 769,000 DT",2,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF667VU-RL090W-16],Intel Core i7-13620H,RTX 4050,16 Go,512 Go,IPS,Noir,"3 799,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[A13VE-1493XFR-32-W11P],Intel Core i7-13620H,RTX 4050,32 Go,512 Go,144 Hz,Noir translucide,"3 809,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 B2RWFKG ,[B2RWFKG-232XFR],Intel Core 5,RTX 5060,8 Go,512 Go,niveau IPS,Noir translucide,"3 819,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[1493XFR-MAG244F-MP223-C],Intel Core i7-13620H,RTX 4050,8 Go,512 Go,N/A,Noir translucide,"3 829,000 DT",1,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC16250RPLHR007-24],Intel Core 7,RTX 4050,24 Go,1 To,N/A,Bleu,"3 849,000 DT",1,En stock
Pc Portable Gamer MSI Katana 17 B13UDXK ,[B13UDXK-1439XFR-2Y-24],Intel Core i7-13620H,RTX 3050,24 Go,512 Go,IPS,Noir,"3 869,000 DT",2,En stock
PC Portable Gigabyte G6KF ,[GB-G6KF-I7-32],Intel Core i7-13620H,RTX 4060,32 Go,1 To,N/A,Noir,"3 869,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 15 A13V ,[1493XFR-16-MAG255F],Intel Core i7-13620H,RTX 4050,16 Go,512 Go,N/A,Noir translucide,"3 879,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00WBFG-2Y-24],Intel Core i5-13450HX,RTX 5050,24 Go,512 Go,antireflet,Gris Luna,"3 899,000 DT",2,En stock
PC Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VU-RL037W-16],Intel Core 5,RTX 4050,16 Go,512 Go,IPS,Noir,"3 909,000 DT",1,En stock
PC Portable Gigabyte G6KF ,[GB-G6KF-I7-32-W11P],Intel Core i7-13620H,RTX 4060,32 Go,1 To,N/A,Noir,"3 919,000 DT",2,En stock
Pc Portable Dell 14 Plus 2-En-1 ,[DB04250LNL202],Intel Core Ultra,N/A,16 Go,512 Go,N/A,Bleu,"3 929,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF667VU-RL090W-24],Intel Core i7-13620H,RTX 4050,24 Go,512 Go,IPS,Noir,"3 949,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00WCFG-2Y],Intel Core i7-13650HX,RTX 5050,16 Go,512 Go,antireflet,Gris Luna,"3 959,000 DT",2,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00B8FG-2Y],Intel Core i7-13650HX,RTX 5050,24 Go,512 Go,antireflet,Gris Luna,"3 999,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWEKG-046XFR],Intel Core 5,RTX 5050,8 Go,512 Go,niveau IPS,Noir translucide,"3 999,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 B2RWFKG ,[B2RWFKG-231XFR],Intel Core 7,RTX 5060,8 Go,512 Go,niveau IPS,Noir translucide,"4 029,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00WBFG-2Y-32],Intel Core i5-13450HX,RTX 5050,32 Go,512 Go,antireflet,Gris Luna,"4 049,000 DT",2,En stock
PC Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VU-RL037W-24],Intel Core 5,RTX 4050,24 Go,512 Go,IPS,Noir,"4 059,000 DT",1,En stock
Pc Portable Gamer Gigabyte A16 CVH ,[GB-A16-CVH-2Y],Intel Core i7-13620H,RTX 5060,16 Go,1 To,165 Hz,Acier noir,"4 069,000 DT",2,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC16250RPLHR007-32],Intel Core 7,RTX 4050,32 Go,1 To,N/A,Bleu,"4 069,000 DT",1,En stock
Pc Portable Gamer MSI Katana 17 B13UDXK ,[B13UDXK-1439XFR-2Y-32],Intel Core i7-13620H,RTX 3050,32 Go,512 Go,IPS,Noir,"4 089,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWEKG-045XFR],Intel Core 7,RTX 5050,8 Go,512 Go,niveau IPS,Noir translucide,"4 099,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 B2RWFKG ,[B2RWFKG-232XFR-16],Intel Core 5,RTX 5060,16 Go,512 Go,niveau IPS,Noir translucide,"4 119,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF667VU-RL090W-32],Intel Core i7-13620H,RTX 4050,32 Go,512 Go,IPS,Noir,"4 169,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00B8FG-2Y-32],Intel Core i7-13650HX,RTX 5050,32 Go,512 Go,antireflet,Gris Luna,"4 199,000 DT",2,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00J9FG-2Y-32],Intel Core i5-13450HX,RTX 5050,32 Go,512 Go,antireflet,Gris Luna,"4 199,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWFKG-044XFR],Intel Core 5,RTX 5060,8 Go,512 Go,niveau IPS,Noir translucide,"4 239,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00WCFG-2Y-24],Intel Core i7-13650HX,RTX 5050,24 Go,512 Go,antireflet,Gris Luna,"4 259,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 15 B2RWFKG ,[B2RWFKG-232XFR-24],Intel Core 5,RTX 5060,24 Go,512 Go,niveau IPS,Noir translucide,"4 269,000 DT",1,En stock
PC Portable Gamer ASUS TUF Gaming F16 2025 ,[FX607VU-RL037W-32],Intel Core 5,RTX 4050,32 Go,512 Go,IPS,Noir,"4 279,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWEKG-046XFR-16],Intel Core 5,RTX 5050,16 Go,512 Go,niveau IPS,Noir translucide,"4 299,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 15 B2RWFKG ,[B2RWFKG-231XFR-16],Intel Core 7,RTX 5060,16 Go,512 Go,niveau IPS,Noir translucide,"4 329,000 DT",1,En stock
Pc Portable Gamer Gigabyte A16 CVH ,[GB-A16-CVH-2Y-24],Intel Core i7-13620H,RTX 5060,24 Go,1 To,165 Hz,Acier noir,"4 369,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWEKG-045XFR-16],Intel Core 7,RTX 5050,16 Go,512 Go,niveau IPS,Noir translucide,"4 399,000 DT",1,En stock
Pc Portable Gamer Lenovo LOQ 15IRX10 ,[83JE00WCFG-2Y-32],Intel Core i7-13650HX,RTX 5050,32 Go,512 Go,antireflet,Gris Luna,"4 409,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWFKG-043XFR],Intel Core 7,RTX 5060,8 Go,512 Go,niveau IPS,Noir translucide,"4 419,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWEKG-046XFR-24],Intel Core 5,RTX 5050,24 Go,512 Go,niveau IPS,Noir translucide,"4 449,000 DT",1,En stock
Pc Portable Gamer Gigabyte A16 3WH ,[GB-A16-3WH-2Y],AMD Ryzen 7,RTX 5070,16 Go,1 To,165 Hz,Acier noir,"4 469,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 15 B2RWFKG ,[B2RWFKG-231XFR-24],Intel Core 7,RTX 5060,24 Go,512 Go,niveau IPS,Noir translucide,"4 479,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608JM-RV039W],Intel Core i5-13450HX,RTX 5060,16 Go,512 Go,IPS,Gris Luna,"4 499,000 DT",1,En stock
Pc Portable Gamer Gigabyte A16 3WH ,[GB-A16-3WH-2Y-W11P],AMD Ryzen 7,RTX 5070,16 Go,1 To,165 Hz,Acier noir,"4 519,000 DT",2,En stock
Pc Portable Gamer Gigabyte A16 CVH ,[GB-A16-CVH-2Y-32],Intel Core i7-13620H,RTX 5060,32 Go,1 To,165 Hz,Acier noir,"4 519,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWFKG-044XFR-16],Intel Core 5,RTX 5060,16 Go,512 Go,niveau IPS,Noir translucide,"4 539,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWEKG-045XFR-24],Intel Core 7,RTX 5050,24 Go,512 Go,niveau IPS,Noir translucide,"4 549,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWFKG-043XFR-16],Intel Core 7,RTX 5060,16 Go,512 Go,niveau IPS,Noir translucide,"4 579,000 DT",1,En stock
Pc Portable Gamer Lenovo Legion 5 15IRX10 ,[83LY00LRFG-2Y],Intel Core i7-13650HX,RTX 5050,16 Go,512 Go,antireflet,Eclipse Noir,"4 599,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWEKG-046XFR-32],Intel Core 5,RTX 5050,32 Go,512 Go,niveau IPS,Noir translucide,"4 669,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWFKG-044XFR-24],Intel Core 5,RTX 5060,24 Go,512 Go,niveau IPS,Noir translucide,"4 689,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming A14 FA401KH ,[FA401KH-RG005W],AMD Ryzen AI,RTX 5050,16 Go,1 To,antireflets,Noir,"4 699,000 DT",1,En stock
Pc Portable Dell 14 Plus 2-En-1 ,[DB04250LNL201],Intel Core Ultra,N/A,16 Go,1 To,N/A,Bleu,"4 699,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608JM-RV039W-24],Intel Core i5-13450HX,RTX 5060,24 Go,512 Go,IPS,Gris Luna,"4 719,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWFKG-043XFR-24],Intel Core 7,RTX 5060,24 Go,512 Go,niveau IPS,Noir translucide,"4 749,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWEKG-045XFR-32],Intel Core 7,RTX 5050,32 Go,512 Go,niveau IPS,Noir translucide,"4 769,000 DT",1,En stock
Pc Portable Gamer Gigabyte A16 3WH ,[GB-A16-3WH-2Y-24],AMD Ryzen 7,RTX 5070,24 Go,1 To,165 Hz,Acier noir,"4 769,000 DT",2,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608JHR-RV041W],Intel Core i7-14650HX,RTX 5050,16 Go,1 To,WQXGA),Gris Luna,"4 769,000 DT",1,En stock
Pc Portable HP OmniBook X Flip 2-In-1 Next Gen AI 16-As0000nk ,[BU6S3EA],Intel Core Ultra,N/A,32 Go,1 To,120 Hz,Argent,"4 799,000 DT",1,En stock
Pc Portable Gamer Gigabyte A16 3WH ,[GB-A16-3WH-2Y-24-W11P],AMD Ryzen 7,RTX 5070,24 Go,1 To,165 Hz,Acier noir,"4 819,000 DT",2,En stock
Pc Portable Gamer Gigabyte A16 CWH ,[GB-A16-CWH32G-2Y],Intel Core i7-13620H,RTX 5070,32 Go,1 To,165 Hz,Acier noir,"4 859,000 DT",2,En stock
Pc Portable Dell Gaming G15 5530 ,[5530-I740602T-3Y],Intel Core I7-13650HX,RTX 4060,16 Go,2 To,N/A,Noir,"4 899,000 DT",3,En stock
Pc Portable Gamer Lenovo Legion 5 15IRX10 ,[83LY00LRFG-2Y-24],Intel Core i7-13650HX,RTX 5050,24 Go,512 Go,antireflet,Eclipse Noir,"4 899,000 DT",2,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWFKG-044XFR-32],Intel Core 5,RTX 5060,32 Go,512 Go,niveau IPS,Noir translucide,"4 909,000 DT",1,En stock
Pc Portable Gamer Gigabyte A16 3WH ,[GB-A16-3WH-2Y-32],AMD Ryzen 7,RTX 5070,32 Go,1 To,165 Hz,Acier noir,"4 919,000 DT",2,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608JM-RV039W-32],Intel Core i5-13450HX,RTX 5060,32 Go,512 Go,IPS,Gris Luna,"4 939,000 DT",1,En stock
Pc Portable Gamer MSI Cyborg 17 B2RWEKG ,[B2RWFKG-043XFR-32],Intel Core 7,RTX 5060,32 Go,512 Go,niveau IPS,Noir translucide,"4 959,000 DT",1,En stock
Pc Portable Gamer Gigabyte A16 3WH ,[GB-A16-3WH-2Y-32-W11P],AMD Ryzen 7,RTX 5070,32 Go,1 To,165 Hz,Acier noir,"4 969,000 DT",2,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608JHR-RV041W-24],Intel Core i7-14650HX,RTX 5050,24 Go,1 To,WQXGA),Gris Luna,"4 995,000 DT",1,En stock
Pc Portable Gamer Gigabyte A16 CWH ,[GB-A16-CWH-2Y-24],Intel Core i7-13620H,RTX 5070,24 Go,1 To,165 Hz,Acier noir,"4 999,000 DT",2,En stock
Pc Portable Gamer Lenovo Legion 5 15IRX10 ,[83LY00LRFG-2Y-32],Intel Core i7-13650HX,RTX 5050,32 Go,512 Go,antireflet,Eclipse Noir,"5 099,000 DT",2,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608JMR-RV026W],Intel Core i7-14650HX,RTX 5060,16 Go,1 To,WQXGA),Gris Luna,"5 199,000 DT",1,En stock
Pc Portable Gamer MSI Katana 15 HX B14W ,[B14WGK-625XFR],Intel Core i7-14650HX,RTX 5070,16 Go,512 Go,niveau IPS,Noir,"5 199,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608JHR-RV041W-32],Intel Core i7-14650HX,RTX 5050,32 Go,1 To,WQXGA),Gris Luna,"5 219,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608JMR-RV026W-24],Intel Core i7-14650HX,RTX 5060,24 Go,1 To,WQXGA),Gris Luna,"5 425,000 DT",1,En stock
Pc Portable Gamer MSI Katana 15 HX B14W ,[B14WGK-625XFR-24],Intel Core i7-14650HX,RTX 5070,24 Go,512 Go,niveau IPS,Noir,"5 425,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608JMR-RV026W-32],Intel Core i7-14650HX,RTX 5060,32 Go,1 To,WQXGA),Gris Luna,"5 649,000 DT",1,En stock
Pc Portable Gamer MSI Katana 15 HX B14W ,[B14WGK-625XFR-32],Intel Core i7-14650HX,RTX 5070,32 Go,512 Go,niveau IPS,Noir,"5 649,000 DT",1,En stock
Pc Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608JPR-RV027W],Intel Core i7-14650HX,RTX 5070,16 Go,1 To,IPS,Gris Luna,"5 729,000 DT",1,En stock
Pc Portable Dell 14 Plus 2-En-1 ,[DB04250LNL204],Intel Core Ultra,N/A,32 Go,1 To,N/A,Bleu,"6 089,000 DT",1,En stock
PC Portable Gamer ASUS TUF Gaming F16 2025 ,[TUF608PP-QT056W],AMD Ryzen 9,RTX 5070,32 Go,1 To,IPS,Gris,"6 169,000 DT",1,En stock
Pc Portable Gamer Dell Alienware 16X Aurora ,[AC16251ARLHX008],Intel Core Ultra,RTX 5060,32 Go,1 To,ComfortView Plus,Bleu,"6 199,000 DT",1,En stock
Pc Portable Gamer Lenovo Legion Pro 5 16IRX10 ,[83NN001TFE-2Y],Intel Core i9-14900HX,RTX 5070,32 Go,1 To,antireflet,Eclipse Noir,"6 599,000 DT",2,En stock
Pc Portable Gamer Dell Alienware 16X Aurora ,[AC16251ARLHX008-48],Intel Core Ultra,RTX 5060,48 Go,1 To,ComfortView Plus,Bleu,"6 659,000 DT",1,En stock
Copy Of Pc Portable Gamer Dell Alienware 16X Aurora ,[AC16251ARLHX008-48],Intel Core Ultra,RTX 5060,48 Go,1 To,ComfortView Plus,Bleu,"6 659,000 DT",1,En stock
Pc Portable Gamer Dell Alienware 16 Aurora ,[AC16250RPLHR014],Intel Core 9,RTX 5070,32 Go,1 To,N/A,Bleu,"6 689,000 DT",1,En stock
Pc Portable Gamer Gigabyte AERO X16 2WH ,[GB-X162WH-1T-2Y],AMD Ryzen AI,RTX 5070,32 Go,1 To,165 Hz,Gris,"6 759,000 DT",2,Sur commande
Pc Portable Gamer MSI Crosshair 18 HX AI A2XWGKG ,[A2XWGKG-046XFR],Intel Core Ultra,RTX 5070,16 Go,512 Go,niveau IPS,Noir,"6 799,000 DT",1,En stock
Pc Portable Gamer ASUS ROG Strix G16 2025 G614 ,[G614PM-RV106W-2Y],AMD Ryzen 9,RTX 5060,32 Go,1 To,Niveau IPS,Noir,"6 799,000 DT",2,En stock
PC PORTABLE GIGABYTE AORUS 16X ASG ,[GB-16X-ASGI9-2Y],Intel Core Up,RTX 4070,32 Go,2To,N/A,N/A,"6 999,000 DT", ,Sur commande
Pc Portable Gamer MSI Crosshair 18 HX AI A2XWGKG ,[A2XWGKG-046XFR-24],Intel Core Ultra,RTX 5070,24 Go,512 Go,niveau IPS,Noir,"7 019,000 DT",1,En stock
